i,i_config,i_term,f,f_config,f_term,Ei,Ef,Gamma
0,4f14.6s2,1S0,1,4f14.6s.6p,3P0*,0 c·h/cm,17288.439 c·h/cm,0 Mrad/s
0,4f14.6s2,1S0,2,4f14.6s.6p,3P1*,0 c·h/cm,17992.007 c·h/cm,1.15 Mrad/s
0,4f14.6s2,1S0,7,4f14.6s.6p,1P1*,0 c·h/cm,25068.222 c·h/cm,192 Mrad/s
0,4f14.6s2,1S0,15,4f13.(2F*<7/2>).5d<5/2>.6s2,"(7/2,5/2)1*",0 c·h/cm,28857.014 c·h/cm,68.3 Mrad/s
0,4f14.6s2,1S0,27,4f13.(2F*).5d2.6s?,Ionization Limit,0 c·h/cm,37414.59 c·h/cm,14.3 Mrad/s
0,4f14.6s2,1S0,37,4f14.6s.7p,1P1*,0 c·h/cm,40563.97 c·h/cm,100 Mrad/s
1,4f14.6s.6p,3P0*,5,4f14.5d.6s,3D1,17288.439 c·h/cm,24489.102 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,7,4f14.6s.6p,1P1*,17288.439 c·h/cm,25068.222 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,15,4f13.(2F*<7/2>).5d<5/2>.6s2,"(7/2,5/2)1*",17288.439 c·h/cm,28857.014 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,21,4f14.6s.7s,3S1,17288.439 c·h/cm,32694.692 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,22,4f14.6s.7s,1S0,17288.439 c·h/cm,34350.65 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,27,4f13.(2F*).5d2.6s?,Ionization Limit,17288.439 c·h/cm,37414.59 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,28,4f14.6s.7p,3P0*,17288.439 c·h/cm,38090.71 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,29,4f14.6s.7p,3P1*,17288.439 c·h/cm,38174.17 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,30,4f13.(2F*).5d2.6s?,Ionization Limit,17288.439 c·h/cm,38422.36 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,32,4f14.6s.6d,3D1,17288.439 c·h/cm,39808.72 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,37,4f14.6s.7p,1P1*,17288.439 c·h/cm,40563.97 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,38,4f14.6s.8s,3S1,17288.439 c·h/cm,41615.04 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,40,4f14.6s.8s,1S0,17288.439 c·h/cm,41939.9 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,41,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),"(7/2,5/2)1",17288.439 c·h/cm,42436.7 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,42,4f14.6p2,3P0,17288.439 c·h/cm,42436.91 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,51,,Ionization Limit,17288.439 c·h/cm,43532.77 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,52,4f14.6s.8p,3P0*,17288.439 c·h/cm,43614.27 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,53,4f14.6s.8p,3P1*,17288.439 c·h/cm,43659.38 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,54,4f14.6p2,3P1,17288.439 c·h/cm,43805.42 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,58,4f14.6s.8p,1P1*,17288.439 c·h/cm,44017.6 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,61,4f14.6s.7d,3D1,17288.439 c·h/cm,44311.38 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,69,4f13.(2F*<5/2>).6s2.6p<3/2>,"(5/2,3/2)1",17288.439 c·h/cm,44834.61 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,71,4f14.6s.9s,3S1,17288.439 c·h/cm,45121.37 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,73,,Ionization Limit,17288.439 c·h/cm,45181.69 c·h/cm,0 Mrad/s
1,4f14.6s.6p,3P0*,78,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)1",17288.439 c·h/cm,45595.14 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,4,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)2*",17992.007 c·h/cm,23188.518 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,5,4f14.5d.6s,3D1,17992.007 c·h/cm,24489.102 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,6,4f14.5d.6s,3D2,17992.007 c·h/cm,24751.948 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,7,4f14.6s.6p,1P1*,17992.007 c·h/cm,25068.222 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,12,4f14.5d.6s,1D2,17992.007 c·h/cm,27677.665 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,14,4f13.(2F*<7/2>).5d<5/2>.6s2,"(7/2,5/2)2*",17992.007 c·h/cm,28195.96 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,15,4f13.(2F*<7/2>).5d<5/2>.6s2,"(7/2,5/2)1*",17992.007 c·h/cm,28857.014 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,21,4f14.6s.7s,3S1,17992.007 c·h/cm,32694.692 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,22,4f14.6s.7s,1S0,17992.007 c·h/cm,34350.65 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,24,4f13.(2F*<7/2>).6s2.6p<3/2>,"(7/2,3/2)2",17992.007 c·h/cm,35196.98 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,27,4f13.(2F*).5d2.6s?,Ionization Limit,17992.007 c·h/cm,37414.59 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,28,4f14.6s.7p,3P0*,17992.007 c·h/cm,38090.71 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,29,4f14.6s.7p,3P1*,17992.007 c·h/cm,38174.17 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,30,4f13.(2F*).5d2.6s?,Ionization Limit,17992.007 c·h/cm,38422.36 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,31,4f14.6s.7p,3P2*,17992.007 c·h/cm,38551.93 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,32,4f14.6s.6d,3D1,17992.007 c·h/cm,39808.72 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,33,4f14.6s.6d,3D2,17992.007 c·h/cm,39838.04 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,34,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)2",17992.007 c·h/cm,39880.26 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,36,4f14.6s.6d,1D2,17992.007 c·h/cm,40061.51 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,37,4f14.6s.7p,1P1*,17992.007 c·h/cm,40563.97 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,38,4f14.6s.8s,3S1,17992.007 c·h/cm,41615.04 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,40,4f14.6s.8s,1S0,17992.007 c·h/cm,41939.9 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,41,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),"(7/2,5/2)1",17992.007 c·h/cm,42436.7 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,42,4f14.6p2,3P0,17992.007 c·h/cm,42436.91 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,43,4f13.(2F*<5/2>).6s2.6p<1/2>,"(5/2,1/2)2",17992.007 c·h/cm,42531.87 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,44,,Ionization Limit,17992.007 c·h/cm,42647.72 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,45,,Ionization Limit,17992.007 c·h/cm,42725.76 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,47,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,17992.007 c·h/cm,43224.78 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,51,,Ionization Limit,17992.007 c·h/cm,43532.77 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,52,4f14.6s.8p,3P0*,17992.007 c·h/cm,43614.27 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,53,4f14.6s.8p,3P1*,17992.007 c·h/cm,43659.38 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,54,4f14.6p2,3P1,17992.007 c·h/cm,43805.42 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,55,4f14.6s.8p,3P2*,17992.007 c·h/cm,43805.69 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,58,4f14.6s.8p,1P1*,17992.007 c·h/cm,44017.6 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,60,,Ionization Limit,17992.007 c·h/cm,44251.88 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,61,4f14.6s.7d,3D1,17992.007 c·h/cm,44311.38 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,62,4f14.6s.7d,3D2,17992.007 c·h/cm,44313.05 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,63,4f14.6s.7d,1D2,17992.007 c·h/cm,44357.6 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,68,4f14.6p2,3P2,17992.007 c·h/cm,44760.37 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,69,4f13.(2F*<5/2>).6s2.6p<3/2>,"(5/2,3/2)1",17992.007 c·h/cm,44834.61 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,71,4f14.6s.9s,3S1,17992.007 c·h/cm,45121.37 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,72,,Ionization Limit,17992.007 c·h/cm,45155.33 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,73,,Ionization Limit,17992.007 c·h/cm,45181.69 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,74,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<5/2>),Ionization Limit,17992.007 c·h/cm,45338.53 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,78,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)1",17992.007 c·h/cm,45595.14 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,80,4f13.(2F*<5/2>).6s2.6p<3/2>,"(5/2,3/2)2",17992.007 c·h/cm,45913.86 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,82,4f14.6s.9p,3P1*,17992.007 c·h/cm,46078.91 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,83,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)0",17992.007 c·h/cm,46081.54 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,84,4f14.6s.9p,3P0*,17992.007 c·h/cm,46082.17 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,85,,Ionization Limit,17992.007 c·h/cm,46174.21 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,86,4f14.6s.9p,3P2*,17992.007 c·h/cm,46184.15 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,88,4f14.6s.9p,1P1*,17992.007 c·h/cm,46370.3 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,90,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),Ionization Limit,17992.007 c·h/cm,46431.49 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,91,4f14.6s.8d,3D1,17992.007 c·h/cm,46444.96 c·h/cm,0 Mrad/s
2,4f14.6s.6p,3P1*,92,4f14.6s.8d,3D2,17992.007 c·h/cm,46467.7 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,6,4f14.5d.6s,3D2,19710.388 c·h/cm,24751.948 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,7,4f14.6s.6p,1P1*,19710.388 c·h/cm,25068.222 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,8,4f14.5d.6s,3D3,19710.388 c·h/cm,25270.902 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,11,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)3*",19710.388 c·h/cm,27445.638 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,12,4f14.5d.6s,1D2,19710.388 c·h/cm,27677.665 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,14,4f13.(2F*<7/2>).5d<5/2>.6s2,"(7/2,5/2)2*",19710.388 c·h/cm,28195.96 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,15,4f13.(2F*<7/2>).5d<5/2>.6s2,"(7/2,5/2)1*",19710.388 c·h/cm,28857.014 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,17,4f13.(2F*<7/2>).5d<5/2>.6s2,"(7/2,5/2)3*",19710.388 c·h/cm,30207.38 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,19,4f13.(2F*<7/2>).6s2.6p<1/2>,"(7/2,1/2)3",19710.388 c·h/cm,32065.282 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,21,4f14.6s.7s,3S1,19710.388 c·h/cm,32694.692 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,24,4f13.(2F*<7/2>).6s2.6p<3/2>,"(7/2,3/2)2",19710.388 c·h/cm,35196.98 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,25,4f13.(2F*<7/2>).6s2.6p<3/2>,"(7/2,3/2)3",19710.388 c·h/cm,35807.52 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,27,4f13.(2F*).5d2.6s?,Ionization Limit,19710.388 c·h/cm,37414.59 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,29,4f14.6s.7p,3P1*,19710.388 c·h/cm,38174.17 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,30,4f13.(2F*).5d2.6s?,Ionization Limit,19710.388 c·h/cm,38422.36 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,31,4f14.6s.7p,3P2*,19710.388 c·h/cm,38551.93 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,32,4f14.6s.6d,3D1,19710.388 c·h/cm,39808.72 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,33,4f14.6s.6d,3D2,19710.388 c·h/cm,39838.04 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,34,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)2",19710.388 c·h/cm,39880.26 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,35,4f14.6s.6d,3D3,19710.388 c·h/cm,39966.09 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,36,4f14.6s.6d,1D2,19710.388 c·h/cm,40061.51 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,37,4f14.6s.7p,1P1*,19710.388 c·h/cm,40563.97 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,38,4f14.6s.8s,3S1,19710.388 c·h/cm,41615.04 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,39,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,19710.388 c·h/cm,41827.3 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,41,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),"(7/2,5/2)1",19710.388 c·h/cm,42436.7 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,43,4f13.(2F*<5/2>).6s2.6p<1/2>,"(5/2,1/2)2",19710.388 c·h/cm,42531.87 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,44,,Ionization Limit,19710.388 c·h/cm,42647.72 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,45,,Ionization Limit,19710.388 c·h/cm,42725.76 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,47,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,19710.388 c·h/cm,43224.78 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,48,,Ionization Limit,19710.388 c·h/cm,43254.78 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,49,,Ionization Limit,19710.388 c·h/cm,43297.51 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,51,,Ionization Limit,19710.388 c·h/cm,43532.77 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,53,4f14.6s.8p,3P1*,19710.388 c·h/cm,43659.38 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,54,4f14.6p2,3P1,19710.388 c·h/cm,43805.42 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,55,4f14.6s.8p,3P2*,19710.388 c·h/cm,43805.69 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,57,,Ionization Limit,19710.388 c·h/cm,43815.67 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,58,4f14.6s.8p,1P1*,19710.388 c·h/cm,44017.6 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,60,,Ionization Limit,19710.388 c·h/cm,44251.88 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,61,4f14.6s.7d,3D1,19710.388 c·h/cm,44311.38 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,62,4f14.6s.7d,3D2,19710.388 c·h/cm,44313.05 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,63,4f14.6s.7d,1D2,19710.388 c·h/cm,44357.6 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,64,4f14.6s.7d,3D3,19710.388 c·h/cm,44380.82 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,66,,Ionization Limit,19710.388 c·h/cm,44453.47 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,67,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),Ionization Limit,19710.388 c·h/cm,44713.12 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,68,4f14.6p2,3P2,19710.388 c·h/cm,44760.37 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,69,4f13.(2F*<5/2>).6s2.6p<3/2>,"(5/2,3/2)1",19710.388 c·h/cm,44834.61 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,71,4f14.6s.9s,3S1,19710.388 c·h/cm,45121.37 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,72,,Ionization Limit,19710.388 c·h/cm,45155.33 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,73,,Ionization Limit,19710.388 c·h/cm,45181.69 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,74,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<5/2>),Ionization Limit,19710.388 c·h/cm,45338.53 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,76,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)3",19710.388 c·h/cm,45462.54 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,78,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)1",19710.388 c·h/cm,45595.14 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,80,4f13.(2F*<5/2>).6s2.6p<3/2>,"(5/2,3/2)2",19710.388 c·h/cm,45913.86 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,82,4f14.6s.9p,3P1*,19710.388 c·h/cm,46078.91 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,85,,Ionization Limit,19710.388 c·h/cm,46174.21 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,86,4f14.6s.9p,3P2*,19710.388 c·h/cm,46184.15 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,87,,Ionization Limit,19710.388 c·h/cm,46251.06 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,88,4f14.6s.9p,1P1*,19710.388 c·h/cm,46370.3 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,89,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<1/2>),Ionization Limit,19710.388 c·h/cm,46395.6 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,90,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),Ionization Limit,19710.388 c·h/cm,46431.49 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,91,4f14.6s.8d,3D1,19710.388 c·h/cm,46444.96 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,92,4f14.6s.8d,3D2,19710.388 c·h/cm,46467.7 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,93,4f14.6s.8d,3D3,19710.388 c·h/cm,46480.65 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,95,4f14.6s.10s,3S1,19710.388 c·h/cm,46877.1 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,98,,Ionization Limit,19710.388 c·h/cm,47055.05 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,100,,Ionization Limit,19710.388 c·h/cm,47325.19 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,102,,Ionization Limit,19710.388 c·h/cm,47332.26 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,103,4f14.5d2?,Ionization Limit,19710.388 c·h/cm,47341.82 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,105,4f14.6s.(2S<1/2>).10p<1/2>,"(1/2,1/2)1*",19710.388 c·h/cm,47420.93 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,106,4f14.6s.9d?,1D2,19710.388 c·h/cm,47420.96 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,107,4f14.6s.(2S<1/2>).10p<3/2>,"(1/2,3/2)2*",19710.388 c·h/cm,47471.1 c·h/cm,0 Mrad/s
3,4f14.6s.6p,3P2*,108,4f14.6s.(2S<1/2>).10p<3/2>,"(1/2,3/2)1*",19710.388 c·h/cm,47498.83 c·h/cm,0 Mrad/s
