i,i_config,i_term,f,f_config,f_term,Ei,Ef,Gamma
7,4f14.6s.6p,1P1*,187,4f14.6s.(2S<1/2>).30p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50280.84 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,188,4f14.6s.(2S<1/2>).31p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50292.45 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,189,4f14.6s.(2S<1/2>).32p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50303 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,190,4f14.6s.(2S<1/2>).33p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50312.19 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,191,4f14.6s.(2S<1/2>).34p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50320.44 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,192,4f14.6s.(2S<1/2>).35p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50328.27 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,193,4f14.6s.(2S<1/2>).36p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50335.15 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,194,4f14.6s.(2S<1/2>).37p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50341.36 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,195,4f14.6s.(2S<1/2>).38p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50347.15 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,196,4f14.6s.(2S<1/2>).39p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50352.42 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,197,4f14.6s.(2S<1/2>).40p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50357.21 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,198,4f14.6s.(2S<1/2>).41p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50361.74 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,199,4f14.6s.(2S<1/2>).42p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50365.83 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,200,4f14.6s.(2S<1/2>).43p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50369.62 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,201,4f14.6s.(2S<1/2>).44p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50373.2 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,202,4f14.6s.(2S<1/2>).45p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50376.41 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,203,4f14.6s.(2S<1/2>).46p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50379.4 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,204,4f14.6s.(2S<1/2>).47p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50382.2 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,205,4f14.6s.(2S<1/2>).48p<3/2>,"(1/2,3/2)1*",25068.222 c·h/cm,50384.86 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,206,Yb II (6s 2S<1/2>),Ionization Limit,25068.222 c·h/cm,50443.2 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,207,4f14.5d.6p?,3D1*,25068.222 c·h/cm,51797 c·h/cm,0 Mrad/s
7,4f14.6s.6p,1P1*,210,4f14.5d.6p?,3P1*,25068.222 c·h/cm,53276 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,19,4f13.(2F*<7/2>).6s2.6p<1/2>,"(7/2,1/2)3",25270.902 c·h/cm,32065.282 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,20,4f13.(2F*<7/2>).6s2.6p<1/2>,"(7/2,1/2)4",25270.902 c·h/cm,32273.597 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,24,4f13.(2F*<7/2>).6s2.6p<3/2>,"(7/2,3/2)2",25270.902 c·h/cm,35196.98 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,25,4f13.(2F*<7/2>).6s2.6p<3/2>,"(7/2,3/2)3",25270.902 c·h/cm,35807.52 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,26,4f13.(2F*<7/2>).6s2.6p<3/2>,"(7/2,3/2)4",25270.902 c·h/cm,36060.98 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,31,4f14.6s.7p,3P2*,25270.902 c·h/cm,38551.93 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,33,4f14.6s.6d,3D2,25270.902 c·h/cm,39838.04 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,34,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)2",25270.902 c·h/cm,39880.26 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,35,4f14.6s.6d,3D3,25270.902 c·h/cm,39966.09 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,36,4f14.6s.6d,1D2,25270.902 c·h/cm,40061.51 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,39,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25270.902 c·h/cm,41827.3 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,43,4f13.(2F*<5/2>).6s2.6p<1/2>,"(5/2,1/2)2",25270.902 c·h/cm,42531.87 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,44,,Ionization Limit,25270.902 c·h/cm,42647.72 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,45,,Ionization Limit,25270.902 c·h/cm,42725.76 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,47,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25270.902 c·h/cm,43224.78 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,48,,Ionization Limit,25270.902 c·h/cm,43254.78 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,49,,Ionization Limit,25270.902 c·h/cm,43297.51 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,50,4f14.6s.5f,3F2*,25270.902 c·h/cm,43433.85 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,55,4f14.6s.8p,3P2*,25270.902 c·h/cm,43805.69 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,57,,Ionization Limit,25270.902 c·h/cm,43815.67 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,59,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25270.902 c·h/cm,44232.66 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,60,,Ionization Limit,25270.902 c·h/cm,44251.88 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,62,4f14.6s.7d,3D2,25270.902 c·h/cm,44313.05 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,63,4f14.6s.7d,1D2,25270.902 c·h/cm,44357.6 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,64,4f14.6s.7d,3D3,25270.902 c·h/cm,44380.82 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,65,,Ionization Limit,25270.902 c·h/cm,44392.7 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,66,,Ionization Limit,25270.902 c·h/cm,44453.47 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,67,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),Ionization Limit,25270.902 c·h/cm,44713.12 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,68,4f14.6p2,3P2,25270.902 c·h/cm,44760.37 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,70,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)4",25270.902 c·h/cm,44984.75 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,72,,Ionization Limit,25270.902 c·h/cm,45155.33 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,74,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<5/2>),Ionization Limit,25270.902 c·h/cm,45338.53 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,76,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)3",25270.902 c·h/cm,45462.54 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,77,4f13.(2F*<5/2>).6s2.6p<3/2>,"(5/2,3/2)4",25270.902 c·h/cm,45497.62 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,79,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25270.902 c·h/cm,45775.68 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,80,4f13.(2F*<5/2>).6s2.6p<3/2>,"(5/2,3/2)2",25270.902 c·h/cm,45913.86 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,81,4f14.6s.6f,3F2*,25270.902 c·h/cm,45956.27 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,86,4f14.6s.9p,3P2*,25270.902 c·h/cm,46184.15 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,87,,Ionization Limit,25270.902 c·h/cm,46251.06 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,89,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<1/2>),Ionization Limit,25270.902 c·h/cm,46395.6 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,90,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),Ionization Limit,25270.902 c·h/cm,46431.49 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,92,4f14.6s.8d,3D2,25270.902 c·h/cm,46467.7 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,93,4f14.6s.8d,3D3,25270.902 c·h/cm,46480.65 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,97,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<1/2>),"(7/2,1/2)4",25270.902 c·h/cm,47047.69 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,98,,Ionization Limit,25270.902 c·h/cm,47055.05 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,100,,Ionization Limit,25270.902 c·h/cm,47325.19 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,101,4f14.6s.7f,3F2*,25270.902 c·h/cm,47326.65 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,103,4f14.5d2?,Ionization Limit,25270.902 c·h/cm,47341.82 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,106,4f14.6s.9d?,1D2,25270.902 c·h/cm,47420.96 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,107,4f14.6s.(2S<1/2>).10p<3/2>,"(1/2,3/2)2*",25270.902 c·h/cm,47471.1 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,110,4f14.5d2?,3F2,25270.902 c·h/cm,47634.41 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,113,,Ionization Limit,25270.902 c·h/cm,47646.62 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,114,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<3/2>)?,Ionization Limit,25270.902 c·h/cm,47673.45 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,115,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<3/2>),"(7/2,3/2)4",25270.902 c·h/cm,47673.71 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,116,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)4",25270.902 c·h/cm,47772.94 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,117,4f14.6p2?,1D2,25270.902 c·h/cm,47821.78 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,118,,Ionization Limit,25270.902 c·h/cm,47843.13 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,120,4f14.5d2?,3F3,25270.902 c·h/cm,47860.28 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,123,,Ionization Limit,25270.902 c·h/cm,47939.1 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,125,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<3/2>),"(7/2,3/2)2",25270.902 c·h/cm,48135.6 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,126,,Ionization Limit,25270.902 c·h/cm,48154.71 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,128,,Ionization Limit,25270.902 c·h/cm,48234.12 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,129,,Ionization Limit,25270.902 c·h/cm,48237.39 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,132,,Ionization Limit,25270.902 c·h/cm,48324.89 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,135,,Ionization Limit,25270.902 c·h/cm,48449.27 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,136,,Ionization Limit,25270.902 c·h/cm,48487.98 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,138,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<5/2>),Ionization Limit,25270.902 c·h/cm,48647.78 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,140,,Ionization Limit,25270.902 c·h/cm,48701.6 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,143,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<5/2>),"(7/2,5/2)4",25270.902 c·h/cm,48787.71 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,146,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<9/2>),Ionization Limit,25270.902 c·h/cm,48883.11 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,148,,Ionization Limit,25270.902 c·h/cm,48965.16 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,151,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<3/2>),Ionization Limit,25270.902 c·h/cm,49103.64 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,154,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<9/2>),Ionization Limit,25270.902 c·h/cm,49223.35 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,155,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<9/2>),Ionization Limit,25270.902 c·h/cm,49246.79 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,156,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<7/2>),Ionization Limit,25270.902 c·h/cm,49260.75 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,157,,Ionization Limit,25270.902 c·h/cm,49282.36 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,160,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<3/2>),Ionization Limit,25270.902 c·h/cm,49444.52 c·h/cm,0 Mrad/s
8,4f14.5d.6s,3D3,208,,Ionization Limit,25270.902 c·h/cm,52540.35 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",20,4f13.(2F*<7/2>).6s2.6p<1/2>,"(7/2,1/2)4",25859.682 c·h/cm,32273.597 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",23,4f13.(2F*<7/2>).6s2.6p<3/2>,"(7/2,3/2)5",25859.682 c·h/cm,35178.78 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",26,4f13.(2F*<7/2>).6s2.6p<3/2>,"(7/2,3/2)4",25859.682 c·h/cm,36060.98 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",46,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)5",25859.682 c·h/cm,42935.78 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",56,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),"(7/2,5/2)6",25859.682 c·h/cm,43814.11 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",59,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25859.682 c·h/cm,44232.66 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",65,,Ionization Limit,25859.682 c·h/cm,44392.7 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",70,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)4",25859.682 c·h/cm,44984.75 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",75,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25859.682 c·h/cm,45410.91 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",77,4f13.(2F*<5/2>).6s2.6p<3/2>,"(5/2,3/2)4",25859.682 c·h/cm,45497.62 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",79,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25859.682 c·h/cm,45775.68 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",94,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4P*<5/2>),Ionization Limit,25859.682 c·h/cm,46554.81 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",96,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<5/2>),"(7/2,5/2)6",25859.682 c·h/cm,47036.62 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",97,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<1/2>),"(7/2,1/2)4",25859.682 c·h/cm,47047.69 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",99,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<3/2>),"(7/2,3/2)5",25859.682 c·h/cm,47088.16 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",111,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<5/2>),Ionization Limit,25859.682 c·h/cm,47636.11 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",115,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<3/2>),"(7/2,3/2)4",25859.682 c·h/cm,47673.71 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",116,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)4",25859.682 c·h/cm,47772.94 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",122,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<3/2>),"(7/2,3/2)5",25859.682 c·h/cm,47911.48 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",123,,Ionization Limit,25859.682 c·h/cm,47939.1 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",124,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)5",25859.682 c·h/cm,48057.77 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",139,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4F*<7/2>),"(7/2,7/2)6",25859.682 c·h/cm,48688.18 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",143,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<5/2>),"(7/2,5/2)4",25859.682 c·h/cm,48787.71 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",144,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<7/2>),"(7/2,7/2)6",25859.682 c·h/cm,48806.57 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",150,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<5/2>),Ionization Limit,25859.682 c·h/cm,49079.34 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",151,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (2D*<3/2>),Ionization Limit,25859.682 c·h/cm,49103.64 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",156,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<7/2>),Ionization Limit,25859.682 c·h/cm,49260.75 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",157,,Ionization Limit,25859.682 c·h/cm,49282.36 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",163,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4D*<7/2>),Ionization Limit,25859.682 c·h/cm,49638.73 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",208,,Ionization Limit,25859.682 c·h/cm,52540.35 c·h/cm,0 Mrad/s
9,4f13.(2F*<7/2>).5d<3/2>.6s2,"(7/2,3/2)5*",209,4f13.(2F*<7/2>) .5d.(2D).6s.6p.(3P*) (4P*<5/2>),"(7/2,5/2)6",25859.682 c·h/cm,52874.79 c·h/cm,0 Mrad/s
